IR,RED,Heart Rate,Respiration Rate,SPO2
215452,221529,,,
215584,221622,,,
215594,221725,,,
215621,221758,,,
215784,221889,,,
215583,222104,,,
215842,222104,,,
215729,222199,,,
215836,222326,,,
215851,222365,,,
215880,222600,,,
216014,222613,,,
215875,222740,,,
215953,222827,,,
216136,222921,,,
216076,223038,,,
216064,223233,,,
216266,223196,,,
216203,223347,,,
216164,223548,,,
216363,223530,,,
216270,223667,,,
216289,223880,,,
216475,223816,,,
216368,223883,,,
216354,223787,,,
216347,223440,,,
216124,223095,,,
216002,222870,,,
216003,222549,,,
215819,222379,,,
215771,222301,,,
215791,222157,,,
215655,221960,,,
215655,221938,,,
215646,221953,,,
215510,222013,,,
215669,222118,,,
215582,222227,,,
215713,222271,,,
215610,222353,,,
215762,222396,,,
215643,222470,,,
215798,222526,,,
215714,222631,,,
215845,222688,,,
215865,222751,,,
215883,222896,,,
216085,223009,,,
215916,223142,,,
216088,223196,,,
216019,223304,,,
216088,223419,,,
216121,223486,,,
216116,223730,,,
216296,223718,,,
216152,223855,,,
216232,223887,,,
216399,224035,,,
216236,224179,,,
216349,224219,,,
216506,224381,,,
216391,224519,,,
216471,224610,,,
216651,224722,,,
216534,224857,,,
216574,224978,,,
216775,225059,,,
216639,225201,,,
216688,225352,,,
216829,225174,,,
216660,224960,,,
216523,224822,,,
216590,224462,,,
216405,224373,,,
216299,224322,,,
216388,224168,,,
216231,224052,,,
216208,224074,,,
216254,223986,,,
216176,223936,,,
216127,223975,,,
216311,224070,,,
216209,224168,,,
216400,224256,,,
216215,224347,,,
216439,224426,,,
216204,224563,,,
216475,224496,,,
216242,224589,,,
216479,224704,,,
216338,224828,,,
216490,224863,,,
216394,224955,,,
216491,225060,,,
216415,225165,,,
216523,225221,,,
216579,225267,,,
216534,225500,,,
216731,225482,,,
216569,225612,,,
216676,225662,,,
216736,225786,,,
216684,225851,,,
216811,225963,,,
216795,226007,,,
216833,226185,,,
216933,226243,,,
216878,226298,,,
216918,226447,,,
217050,226507,,,
216975,226544,,,
217040,226679,,,
217097,226725,,,
217057,226842,,,
217093,226999,,,
217222,226965,,,
217119,226944,,,
217081,226852,,,
217099,226645,,,
216924,226435,,,
216904,226341,,,
216867,226242,,,
216766,226154,,,
216690,226078,,,
216718,226020,,,
216668,225959,,,
216613,225948,,,
216669,225953,,,
216592,226001,,,
216677,226079,,,
216654,226119,,,
216726,226173,,,
216648,226214,,,
216720,226236,,,
216648,226291,,,
216716,226319,,,
216668,226361,,,
216732,226460,,,
216669,226477,,,
216738,226537,,,
216866,226612,,,
216673,226769,,,
216914,226737,,,
216758,226800,,,
216858,226878,,,
216841,226932,,,
216837,227124,,,
217022,227057,,,
216851,227109,,,
216937,227184,,,
216955,227262,,,
216867,227337,,,
216966,227309,,,
217086,227459,,,
216960,227535,,,
217043,227548,,,
217166,227629,,,
217046,227722,,,
217100,227750,,,
217262,227849,,,
217090,227934,,,
217159,228119,,,
217329,228030,,,
217177,228076,,,
217183,228091,,,
217292,227853,,,
217097,227727,,,
217026,227728,,,
217148,227449,,,
216979,227452,,,
216940,227444,,,
217029,227370,,,
216887,227267,,,
216924,227295,,,
216924,227294,,,
216791,227319,,,
216892,227373,,,
216789,227430,,,
216898,227449,,,
216758,227477,,,
216901,227487,,,
216784,227510,,,
216915,227550,,,
216828,227570,,,
216909,227581,,,
216867,227608,,,
216920,227661,,,
216998,227712,,,
216837,227867,,,
217063,227823,,,
216953,227859,,,
217005,227935,,,
216980,228001,,,
216980,228035,,,
217155,228090,,,
216995,228088,,,
217083,228204,,,
217101,228192,,,
217064,228303,,,
217162,228388,,,
217142,228432,,,
217095,228456,,,
217206,228570,,,
217183,228642,,,
217155,228650,,,
217266,228766,,,
217249,228856,,,
217250,228912,,,
217323,228952,,,
217386,229032,,,
217346,229085,,,
217374,229018,,,
217359,228922,,,
217228,228785,,,
217234,228679,,,
217236,228599,,,
217128,228584,,,
217140,228440,,,
217265,228462,,,
217066,228453,,,
217092,228383,,,
217209,228403,,,
217069,228449,,,
217154,228502,,,
217090,228558,,,
217168,228589,,,
217125,228634,,,
217206,228641,,,
217110,228683,,,
217209,228705,,,
217122,228736,,,
217197,228751,,,
217136,228826,,,
217202,228869,,,
217172,228900,,,
217191,228911,,,
217380,229049,,,
217176,229137,,,
217362,229128,,,
217221,229198,,,
217298,229228,,,
217344,229267,,,
217272,229376,,,
217422,229348,,,
217399,229443,,,
217334,229597,,,
217530,229500,,,
217427,229602,,,
217432,229744,,,
217556,229723,,,
217489,229788,,,
217511,229924,,,
217626,229864,,,
217559,229971,,,
217566,230052,,,
217656,229928,,,
217495,229740,,,
217510,229714,,,
217497,229596,,,
217395,229552,,,
217347,229628,,,
217486,229449,,,
217351,229464,,,
217326,229553,,,
217453,229448,,,
217292,229545,,,
217386,229584,,,
217316,229652,,,
217431,229689,,,
217358,229717,,,
217426,229685,,,
217362,229744,,,
217444,229768,,,
217374,229804,,,
217445,229826,,,
217431,229845,,,
217419,229832,,,
217606,229941,,,
217335,230053,,,
217588,230011,,,
217435,230036,,,
217527,230061,,,
217503,230127,,,
217530,230156,,,
217644,230247,,,
217520,230290,,,
217621,230366,,,
217606,230365,,,
217653,230470,,,
217708,230492,,,
217651,230536,,,
217694,230653,,,
217792,230663,,,
217705,230618,,,
217735,230613,,,
217731,230535,,,
217649,230368,,,
217611,230368,,,
217652,230288,,,
217537,230269,,,
217542,230268,,,
217624,230225,,,
217518,230178,,,
217556,230290,,,
217606,230299,,,
217542,230394,,,
217683,230442,,,
217571,230491,,,
217670,230476,,,
217577,230495,,,
217677,230505,,,
217589,230544,,,
217663,230546,,,
217578,230546,,,
217658,230626,,,
217606,230676,,,
217660,230674,,,
217695,230701,,,
217649,230892,,,
217831,230813,,,
217659,230856,,,
217767,230858,,,
217666,230961,,,
217736,230939,,,
217831,231022,,,
217708,231006,,,
217802,231108,,,
217814,231189,,,
217755,231155,,,
217848,231258,,,
217833,231281,,,
217791,231318,,,
217886,231314,,,
217818,231214,,,
217705,231078,,,
217732,230937,,,
217716,230864,,,
217628,230848,,,
217641,230787,,,
217659,230780,,,
217564,230777,,,
217598,230700,,,
217677,230737,,,
217592,230781,,,
217671,230839,,,
217602,230909,,,
217710,230917,,,
217624,230966,,,
217723,230951,,,
217626,230982,,,
217702,230986,,,
217614,231014,,,
217682,231040,,,
217611,231078,,,
217691,231132,,,
217642,231141,,,
217680,231177,,,
217785,231177,,,
217636,231369,,,
217850,231314,,,
217695,231353,,,
217776,231400,,,
217763,231367,,,
217753,231529,,,
217873,231506,,,
217757,231564,,,
217800,231729,,,
217957,231627,,,
217754,231708,,,
217837,231682,,,
217966,231776,,,
217848,231829,,,
217876,231752,,,
217957,231727,,,
217788,231550,,,
217797,231489,,,
217786,231328,,,
217713,231326,,,
217742,231307,,,
217666,231233,,,
217701,231257,,,
217717,231240,,,
217618,231205,,,
217609,231346,,,
217810,231308,,,
217534,231443,,,
217812,231415,,,
217569,231541,,,
217819,231455,,,
217565,231557,,,
217814,231491,,,
217568,231610,,,
217831,231540,,,
217642,231617,,,
217797,231588,,,
217649,231600,,,
217729,231655,,,
217682,231710,,,
217740,231740,,,
217755,231762,,,
217724,231805,,,
217875,231871,,,
217720,231892,,,
217783,231938,,,
217865,231985,,,
217759,232016,,,
217887,232084,,,
217842,232093,,,
217774,232110,,,
217874,232201,,,
217871,232262,,,
217843,232244,,,
217913,232311,,,
217895,232344,,,
217841,232204,,,
217867,232136,,,
217787,232044,,,
217698,231958,,,
217749,231856,,,
217799,231847,,,
217619,231832,,,
217686,231742,,,
217783,231781,,,
217575,231780,,,
217650,231712,,,
217817,231745,,,
217610,231836,,,
217867,231861,,,
217701,231885,,,
217824,231905,,,
217676,231954,,,
217883,231955,,,
217658,231961,,,
217897,231983,,,
217604,232151,,,
217839,232089,,,
217684,232095,,,
217773,232157,,,
217685,232209,,,
217772,232237,,,
217742,232255,,,
217775,232228,,,
217930,232354,,,
217747,232400,,,
217824,232418,,,
217863,232447,,,
217806,232490,,,
217876,232559,,,
217898,232484,,,
217886,232603,,,
217924,232635,,,
217891,232705,,,
217879,232688,,,
217961,232808,,,
217936,232775,,,
217981,232866,,,
218038,232871,,,
217996,232734,,,
217965,232671,,,
217942,232531,,,
217820,232425,,,
217814,232449,,,
217907,232325,,,
217787,232307,,,
217726,232403,,,
217858,232261,,,
217744,232241,,,
217723,232377,,,
217889,232328,,,
217650,232453,,,
217885,232412,,,
217663,232523,,,
217894,232449,,,
217636,232524,,,
217860,232470,,,
217708,232530,,,
217874,232507,,,
217747,232552,,,
217854,232535,,,
217785,232617,,,
217823,232644,,,
217781,232660,,,
217799,232644,,,
217959,232735,,,
217704,232839,,,
217949,232786,,,
217805,232834,,,
217880,232869,,,
217888,232837,,,
217873,232981,,,
217974,232930,,,
217851,233023,,,
217908,233010,,,
218069,233090,,,
217880,233159,,,
217954,233133,,,
218059,233221,,,
217920,233197,,,
218027,233279,,,
217977,233291,,,
217926,233216,,,
217982,233079,,,
217895,232981,,,
217816,232839,,,
217866,232798,,,
217824,232789,,,
217746,232710,,,
217823,232713,,,
217792,232718,,,
217742,232694,,,
217796,232712,,,
217843,232715,,,
217808,232807,,,
217848,232851,,,
217843,232886,,,
217894,232880,,,
217850,232903,,,
217884,232910,,,
217823,232927,,,
217934,232961,,,
217815,232945,,,
217977,233038,,,
217816,233080,,,
217925,233073,,,
217859,233070,,,
217910,233161,,,
217849,233188,,,
217908,233227,,,
217959,233240,,,
217899,233219,,,
217966,233345,,,
217931,233314,,,
217913,233418,,,
218028,233413,,,
217982,233449,,,
218007,233539,,,
218094,233551,,,
218025,233571,,,
218029,233680,,,
218167,233628,,,
218024,233609,,,
218068,233585,,,
218061,233441,,,
217953,233271,,,
217904,233240,,,
217960,233139,,,
217852,233048,,,
217862,233074,,,
217904,233027,,,
217797,232910,,,
217839,232954,,,
217818,232959,,,
217707,233016,,,
217803,233054,,,
217736,233115,,,
217838,233117,,,
217748,233147,,,
217836,233140,,,
217751,233150,,,
217822,233152,,,
217790,233157,,,
217817,233169,,,
217890,233129,,,
217744,233320,,,
217959,233254,,,
217792,233281,,,
217896,233253,,,
217810,233364,,,
217868,233365,,,
217933,233389,,,
217821,233463,,,
217960,233458,,,
217904,233483,,,
217882,233637,,,
218045,233552,,,
217884,233604,,,
217908,233775,,,
218085,233670,,,
217927,233737,,,
217962,233860,,,
218123,233678,,,
217970,233609,,,
217907,233485,,,
217963,233303,,,
217804,233096,,,
217802,233068,,,
217790,232922,,,
217740,232914,,,
217630,232927,,,
217752,232781,,,
217611,232711,,,
217641,232782,,,
217692,232776,,,
217636,232758,,,
217657,232880,,,
217738,232874,,,
217669,232833,,,
217691,232934,,,
217752,232900,,,
217670,232840,,,
217688,232911,,,
217755,232927,,,
217712,232951,,,
217655,232931,,,
217761,233001,,,
217740,233049,,,
217725,233036,,,
217803,233096,,,
217755,233164,,,
217738,233212,,,
217816,233206,,,
217882,233246,,,
217828,233311,,,
217856,233292,,,
217938,233346,,,
217834,233396,,,
217895,233370,,,
217963,233441,,,
217852,233499,,,
217926,233657,,,
218070,233556,,,
217960,233578,,,
217950,233699,,,
218099,233500,,,
217894,233338,,,
217790,233236,,,
217906,232882,,,
217732,232787,,,
217628,232721,,,
217731,232562,,,
217578,232415,,,
217579,232373,,,
217565,232307,,,
217499,232232,,,
217508,232331,,,
217611,232315,,,
217542,232312,,,
217562,232362,,,
217613,232386,,,
217499,232416,,,
217484,232368,,,
217572,232422,,,
217545,232401,,,
217492,232412,,,
217584,232422,,,
217564,232491,,,
217516,232455,,,
217605,232524,,,
217602,232579,,,
217539,232594,,,
217621,232626,,,
217674,232656,,,
217615,232718,,,
217676,232728,,,
217724,232770,,,
217628,232831,,,
217685,232791,,,
217780,232875,,,
217644,232944,,,
217727,232929,,,
217888,232975,,,
217713,233039,,,
217758,233005,,,
217906,233087,,,
217745,233171,,,
217804,233320,,,
217982,233198,,,
217883,233263,,,
217842,233431,,,
218026,233266,,,
217858,233155,,,
217785,233075,,,
217840,232682,,,
217675,232534,,,
217542,232438,,,
217651,232224,,,
217468,232089,,,
217457,232025,,,
217492,231916,,,
217408,231790,,,
217374,231846,,,
217427,231802,,,
217323,231825,,,
217438,231868,,,
217366,231938,,,
217469,231921,,,
217394,231934,,,
217457,231958,,,
217351,231955,,,
217483,231935,,,
217369,231919,,,
217440,231905,,,
217389,232014,,,
217445,232010,,,
217441,232047,,,
217422,232042,,,
217618,232093,,,
217379,232204,,,
217564,232170,,,
217440,232239,,,
217517,232262,,,
217567,232283,,,
217478,232355,,,
217612,232383,,,
217576,232390,,,
217530,232508,,,
217702,232423,,,
217620,232525,,,
217579,232644,,,
217753,232526,,,
217659,232635,,,
217656,232745,,,
217800,232722,,,
217684,232719,,,
217750,232839,,,
217794,232858,,,
217757,232914,,,
217760,233030,,,
217901,232961,,,
217757,232978,,,
217768,232885,,,
217818,232637,,,
217641,232312,,,
217564,232163,,,
217541,231961,,,
217421,231809,,,
217383,231743,,,
217426,231580,,,
217274,231474,,,
217275,231456,,,
217333,231391,,,
217169,231428,,,
217272,231446,,,
217181,231484,,,
217293,231501,,,
217213,231526,,,
217306,231492,,,
217149,231509,,,
217307,231490,,,
217153,231512,,,
217276,231499,,,
217284,231462,,,
217245,231531,,,
217415,231551,,,
217254,231575,,,
217374,231592,,,
217288,231635,,,
217359,231679,,,
217354,231698,,,
217332,231856,,,
217509,231778,,,
217363,231825,,,
217408,231845,,,
217451,231836,,,
217413,231909,,,
217493,231917,,,
217470,231970,,,
217459,232070,,,
217590,232062,,,
217525,232051,,,
217574,232143,,,
217610,232190,,,
217581,232193,,,
217602,232331,,,
217704,232333,,,
217613,232305,,,
217650,232304,,,
217641,232121,,,
217522,231842,,,
217425,231662,,,
217426,231390,,,
217268,231134,,,
217232,231064,,,
217229,230885,,,
217136,230790,,,
217091,230788,,,
217163,230640,,,
217048,230590,,,
217079,230696,,,
217160,230709,,,
217101,230666,,,
217143,230721,,,
217195,230692,,,
217103,230714,,,
217136,230735,,,
217227,230708,,,
217142,230633,,,
217140,230701,,,
217221,230754,,,
217158,230700,,,
217198,230810,,,
217264,230835,,,
217205,230791,,,
217222,230891,,,
217288,230944,,,
217287,230987,,,
217229,230977,,,
217336,231042,,,
217350,231112,,,
217322,231131,,,
217406,231183,,,
217414,231248,,,
217392,231201,,,
217461,231284,,,
217455,231334,,,
217393,231399,,,
217501,231383,,,
217581,231471,,,
217476,231546,,,
217577,231579,,,
217620,231632,,,
217573,231677,,,
217634,231633,,,
217664,231512,,,
217454,231276,,,
217426,230928,,,
217492,230631,,,
217154,230404,,,
217154,230113,,,
217231,229970,,,
216972,229833,,,
216985,229676,,,
217103,229501,,,
216922,229444,,,
216879,229482,,,
217048,229357,,,
216979,229409,,,
216926,229515,,,
217077,229360,,,
216979,229400,,,
216951,229444,,,
217071,229377,,,
216924,229313,,,
216975,229371,,,
217027,229374,,,
216953,229318,,,
217021,229439,,,
217091,229463,,,
217041,229447,,,
217087,229561,,,
217157,229575,,,
217120,229535,,,
217122,229637,,,
217193,229683,,,
217169,229755,,,
217114,229766,,,
217231,229838,,,
217223,229874,,,
217240,229918,,,
217313,229973,,,
217308,230044,,,
217265,230039,,,
217344,230126,,,
217383,230191,,,
217349,230166,,,
217432,230272,,,
217468,230350,,,
217399,230353,,,
217504,230462,,,
217488,230530,,,
217449,230579,,,
217524,230490,,,
217566,230294,,,
217333,230007,,,
217254,229646,,,
217206,229329,,,
216993,229093,,,
216989,228789,,,
217026,228628,,,
216830,228460,,,
216797,228285,,,
216879,228128,,,
216697,228036,,,
216672,228109,,,
216836,228005,,,
216714,228032,,,
216701,228151,,,
216855,227983,,,
216770,228026,,,
216745,228058,,,
216844,228017,,,
216748,227967,,,
216753,228069,,,
216862,228025,,,
216782,228060,,,
216794,228168,,,
216941,228154,,,
216842,228165,,,
216913,228265,,,
216952,228281,,,
216921,228334,,,
216962,228483,,,
217081,228442,,,
216976,228498,,,
217037,228613,,,
217132,228659,,,
217031,228621,,,
217087,228755,,,
217138,228814,,,
217084,228880,,,
217084,228910,,,
217197,229002,,,
217168,229063,,,
217145,229066,,,
217250,229187,,,
217234,229272,,,
217198,229317,,,
217314,229392,,,
217361,229461,,,
217304,229546,,,
217375,229547,,,
217368,229489,,,
217262,229228,,,
217198,228879,,,
217104,228538,,,
216876,228263,,,
216838,227904,,,
216878,227740,,,
216637,227556,,,
216639,227309,,,
216721,227189,,,
216496,227076,,,
216491,226974,,,
216674,227014,,,
216428,227163,,,
216742,227072,,,
216469,227212,,,
216743,227100,,,
216470,227195,,,
216740,227097,,,
216487,227190,,,
216742,227095,,,
216594,227126,,,
216687,227145,,,
216659,227223,,,
216704,227244,,,
216675,227306,,,
216706,227331,,,
216871,227383,,,
216734,227506,,,
216854,227539,,,
216789,227607,,,
216839,227656,,,
216991,227738,,,
216860,227754,,,
216928,227856,,,
216917,227937,,,
216919,227933,,,
216986,228027,,,
216979,228115,,,
216934,228104,,,
217037,228205,,,
217037,228299,,,
217002,228357,,,
217111,228412,,,
217179,228498,,,
217119,228605,,,
217168,228603,,,
217291,228645,,,
217128,228543,,,
217075,228209,,,
217039,227880,,,
216758,227574,,,
216748,227236,,,
216795,227039,,,
216579,226871,,,
216543,226642,,,
216620,226525,,,
216372,226473,,,
216431,226401,,,
216466,226447,,,
216421,226492,,,
216506,226524,,,
216529,226556,,,
216475,226585,,,
216552,226590,,,
216558,226583,,,
216485,226548,,,
216582,226621,,,
216571,226617,,,
216571,226689,,,
216624,226754,,,
216642,226795,,,
216592,226796,,,
216691,226903,,,
216691,227008,,,
216702,227019,,,
216758,227114,,,
216767,227193,,,
216760,227259,,,
216807,227271,,,
216910,227388,,,
216817,227440,,,
216882,227508,,,
216972,227559,,,
216894,227656,,,
216972,227728,,,
216974,227721,,,
217009,227856,,,
217053,227939,,,
217042,227976,,,
217090,228091,,,
217142,227952,,,
216975,227743,,,
216884,227519,,,
216903,227015,,,
216647,226743,,,
216563,226585,,,
216630,226190,,,
216360,226056,,,
216343,225810,,,
216437,225700,,,
216204,225614,,,
216238,225520,,,
216338,225579,,,
216200,225677,,,
216285,225652,,,
216448,225721,,,
216299,225776,,,
216326,225897,,,
216490,225772,,,
216360,225807,,,
216357,225941,,,
216521,225831,,,
216413,225922,,,
216406,226058,,,
216555,226075,,,
216493,226105,,,
216512,226249,,,
216633,226234,,,
216556,226349,,,
216599,226481,,,
216719,226532,,,
216633,226535,,,
216675,226677,,,
216773,226743,,,
216721,226747,,,
216770,226889,,,
216856,226945,,,
216758,226973,,,
216816,227123,,,
216889,227165,,,
216853,227164,,,
216884,227328,,,
216988,227409,,,
216935,227437,,,
216947,227549,,,
217048,227566,,,
216944,227335,,,
216888,227111,,,
216773,226731,,,
216594,226362,,,
216458,225938,,,
216421,225682,,,
216293,225450,,,
216177,225201,,,
216173,224981,,,
216108,224804,,,
215985,224696,,,
216031,224617,,,
215980,224662,,,
216058,224688,,,
216024,224769,,,
216125,224827,,,
216091,224848,,,
216170,224862,,,
216121,224898,,,
216188,224913,,,
216105,224955,,,
216216,224999,,,
216221,225031,,,
216239,225244,,,
216400,225209,,,
216246,225272,,,
216388,225322,,,
216343,225463,,,
216417,225550,,,
216407,225592,,,
216408,225786,,,
216597,225739,,,
216446,225851,,,
216498,225859,,,
216655,225980,,,
216534,226042,,,
216629,226145,,,
216634,226213,,,
216595,226266,,,
216699,226359,,,
216695,226460,,,
216663,226522,,,
216776,226597,,,
216821,226700,,,
216791,226714,,,
216854,226864,,,
216890,226850,,,
216887,226844,,,
216879,226645,,,
216713,226231,,,
216610,225894,,,
216520,225536,,,
216336,225186,,,
216272,224982,,,
216282,224694,,,
216101,224466,,,
215979,224351,,,
216089,224102,,,
215940,224027,,,
215952,224021,,,
215998,224085,,,
216009,224164,,,
216088,224216,,,
216063,224281,,,
216156,224299,,,
216083,224301,,,
216232,224337,,,
216120,224376,,,
216306,224493,,,
216082,224612,,,
216295,224605,,,
216184,224688,,,
216281,224685,,,
216221,224869,,,
216299,224918,,,
216389,224931,,,
216273,225202,,,
216497,225161,,,
216358,225276,,,
216448,225334,,,
216517,225415,,,
216453,225477,,,
216577,225583,,,
216529,225603,,,
216600,225768,,,
216666,225834,,,
216622,225852,,,
216603,225960,,,
216710,226028,,,
216700,226144,,,
216700,226144,,,
216788,226290,,,
216787,226409,,,
216802,226411,,,
216886,226546,,,
216893,226621,,,
216859,226556,,,
216849,226314,,,
216807,225986,,,
216551,225635,,,
216496,225230,,,
216493,224971,,,
216230,224761,,,
216219,224500,,,
216282,224333,,,
216080,224154,,,
216048,224163,,,
216178,223934,,,
216091,224029,,,
216044,224225,,,
216248,224143,,,
216182,224236,,,
216119,224310,,,
216266,224253,,,
216218,224242,,,
216231,224350,,,
216272,224340,,,
216175,224408,,,
216235,224539,,,
216376,224478,,,
216337,224598,,,
216301,224750,,,
216460,224749,,,
216409,224746,,,
216435,224907,,,
216512,224988,,,
216467,225055,,,
216488,225176,,,
216601,225177,,,
216537,225276,,,
216560,225423,,,
216695,225448,,,
216633,225435,,,
216668,225566,,,
216710,225633,,,
216643,225706,,,
216675,225797,,,
216768,225888,,,
216750,225917,,,
216725,226010,,,
216858,226111,,,
216850,226228,,,
216821,226259,,,
216903,226269,,,
216860,226161,,,
216772,225897,,,
216700,225500,,,
216597,225153,,,
216401,224833,,,
216353,224505,,,
216347,224285,,,
216128,224079,,,
216110,223883,,,
216209,223704,,,
216006,223608,,,
216030,223559,,,
215949,223620,,,
216100,223694,,,
216099,223765,,,
216149,223805,,,
216156,223829,,,
216196,223854,,,
216185,223877,,,
216225,223923,,,
216210,223955,,,
216216,224005,,,
216401,224114,,,
216238,224222,,,
216422,224235,,,
216315,224316,,,
216390,224435,,,
216398,224481,,,
216414,224522,,,
216579,224635,,,
216380,224740,,,
216537,224805,,,
216565,224810,,,
216532,225010,,,
216706,224991,,,
216630,225092,,,
216641,225246,,,
216767,225296,,,
216675,225316,,,
216772,225464,,,
216830,225539,,,
216772,225600,,,
216842,225739,,,
216961,225737,,,
216861,225823,,,
216919,225959,,,
217020,226021,,,
216929,226041,,,
216992,226155,,,
217074,226258,,,
217001,226255,,,
217051,226391,,,
217153,226409,,,
217033,226313,,,
217045,226086,,,
216960,225670,,,
216751,225267,,,
216601,224956,,,
216622,224499,,,
216425,224240,,,
216281,224078,,,
216368,223681,,,
216188,223514,,,
216138,223398,,,
216170,223242,,,
215939,223239,,,
216093,223292,,,
216011,223360,,,
216165,223388,,,
216091,223439,,,
216187,223453,,,
216137,223478,,,
216223,223495,,,
216200,223554,,,
216219,223568,,,
216384,223677,,,
216186,223786,,,
216416,223788,,,
216268,223826,,,
216385,223993,,,
216354,224054,,,
216404,224093,,,
216540,224224,,,
216391,224254,,,
216560,224361,,,
216495,224433,,,
216519,224593,,,
216675,224580,,,
216601,224679,,,
216591,224860,,,
216799,224803,,,
216673,224906,,,
216676,225120,,,
216879,225032,,,
216763,225185,,,
216824,225314,,,
216912,225370,,,
216861,225382,,,
216920,225534,,,
216990,225618,,,
216927,225654,,,
216992,225836,,,
217084,225843,,,
216993,225865,,,
217083,225985,,,
217111,226084,,,
217149,226164,,,
217084,226214,,,
217190,226245,,,
217148,226158,,,
217016,225776,,,
216970,225448,,,
216817,225048,,,
216620,224676,,,
216575,224361,,,
216539,224065,,,
216336,223831,,,
216310,223512,,,
216362,223364,,,
216103,223211,,,
216179,223118,,,
216122,223137,,,
216202,223172,,,
216106,223258,,,
216247,223320,,,
216160,223366,,,
216270,223377,,,
216240,223415,,,
216313,223459,,,
216241,223487,,,
216346,223539,,,
216341,223581,,,
216355,223681,,,
216539,223751,,,
216389,223868,,,
216520,223888,,,
216446,223945,,,
216527,224060,,,
216511,224090,,,
216516,224289,,,
216711,224294,,,
216547,224407,,,
216618,224424,,,
216763,224539,,,
216599,224655,,,
216704,224685,,,
216877,224782,,,
216741,224903,,,
216774,224964,,,
216967,225052,,,
216820,225158,,,
216866,225363,,,
217039,225303,,,
216940,225394,,,
216945,225570,,,
217138,225522,,,
217017,225643,,,
217035,225786,,,
217187,225730,,,
217122,225857,,,
217146,226027,,,
217261,226060,,,
217200,226053,,,
217217,226116,,,
217224,225944,,,
217098,225638,,,
216904,225197,,,
216864,224851,,,
216727,224464,,,
216575,224206,,,
216540,223926,,,
216418,223689,,,
216304,223426,,,
216335,223274,,,
216263,223161,,,
216117,223188,,,
216422,223101,,,
216174,223324,,,
216466,223299,,,
216234,223451,,,
216503,223388,,,
216271,223496,,,
216511,223448,,,
216269,223562,,,
216531,223520,,,
216390,223567,,,
216493,223631,,,
216431,223698,,,
216502,223800,,,
216452,223857,,,
216535,223941,,,
216639,223971,,,
216536,224182,,,
216720,224159,,,
216638,224305,,,
216656,224392,,,
216827,224446,,,
216670,224527,,,
216739,224554,,,
216872,224694,,,
216676,224797,,,
216795,224851,,,
216981,224917,,,
216901,225034,,,
216890,225234,,,
217086,225161,,,
217000,225289,,,
216986,225494,,,
217182,225444,,,
217088,225563,,,
217062,225714,,,
217234,225723,,,
217196,225759,,,
217188,225915,,,
217308,225971,,,
217260,226017,,,
217286,226157,,,
217405,226190,,,
217352,226191,,,
217341,226167,,,
217313,225933,,,
217137,225561,,,
216952,225094,,,
216905,224799,,,
216751,224487,,,
216625,224160,,,
216600,223944,,,
216540,223743,,,
216424,223561,,,
216393,223339,,,
216469,223284,,,
216290,223319,,,
216357,223345,,,
216547,223449,,,
216390,223522,,,
216442,223648,,,
216595,223555,,,
216399,223593,,,
216465,223729,,,
216627,223619,,,
216506,223692,,,
216511,223873,,,
216690,223755,,,
216564,223888,,,
216561,224065,,,
216735,224043,,,
216666,224128,,,
216705,224265,,,
216796,224315,,,
216747,224289,,,
216760,224431,,,
216826,224515,,,
216778,224547,,,
216820,224672,,,
216890,224784,,,
216849,224818,,,
216868,224898,,,
216944,224984,,,
216924,225105,,,
216953,225155,,,
217035,225244,,,
217006,225354,,,
217027,225460,,,
217106,225528,,,
217189,225600,,,
217093,225708,,,
217186,225695,,,
217320,225824,,,
217166,225921,,,
217250,226106,,,
217426,226062,,,
217332,226154,,,
