RED1,IR1,RED2,IR2,RED3,IR3,RED4,IR4
4407,4673,88801,110575,262143,262143,262143,262143
4416,4679,88824,110494,262143,262143,262143,262143
4422,4671,88782,110448,262143,262143,262143,262143
4424,4654,88730,110079,262143,262143,262143,262143
4404,4645,88620,110021,262143,262143,262143,262143
4403,4653,88594,110054,262143,262143,262143,262143
4401,4661,88617,110150,262143,262143,262143,262143
4407,4646,88643,110288,262143,262143,262143,262143
4403,4641,88644,110098,262143,262143,262143,262143
4410,4632,88634,110156,262143,262143,262143,262143
4405,4646,88660,110205,262143,262143,262143,262143
4409,4646,88688,110262,262143,262143,262143,262143
4404,4635,88731,110355,262143,262143,262143,262143
4407,4642,88758,110346,262143,262143,262143,262143
4409,4622,88717,110233,262143,262143,262143,262143
4409,4625,88734,110238,262143,262143,262143,262143
4413,4631,88757,110331,262143,262143,262143,262143
4399,4643,88775,110555,262143,262143,262143,262143
4415,4633,88830,110584,262143,262143,262143,262143
4413,4680,88861,110444,262143,262143,262143,262143
4425,4652,88774,110349,262143,262143,262143,262143
4396,4650,88830,110479,262143,262143,262143,262143
4408,4646,88826,110516,262143,262143,262143,262143
4390,4640,88855,110540,262143,262143,262143,262143
4409,4648,88871,110532,262143,262143,262143,262143
4406,4642,88831,110405,262143,262143,262143,262143
4409,4638,88856,110497,262143,262143,262143,262143
4393,4646,88858,110527,262143,262143,262143,262143
4392,4623,88903,110613,262143,262143,262143,262143
4385,4612,88922,110547,262143,262143,262143,262143
4386,4618,88850,110488,262143,262143,262143,262143
4385,4627,88890,110606,262143,262143,262143,262143
4379,4615,88903,110648,262143,262143,262143,262143
4370,4598,88908,110688,262143,262143,262143,262143
4384,4598,88960,110829,262143,262143,262143,262143
4380,4603,88959,110766,262143,262143,262143,262143
4385,4596,88965,110736,262143,262143,262143,262143
4361,4558,88958,110753,262143,262143,262143,262143
4352,4560,88975,110870,262143,262143,262143,262143
4339,4537,88996,110750,262143,262143,262143,262143
4323,4545,88951,110773,262143,262143,262143,262143
4332,4500,88977,110806,262143,262143,262143,262143
4312,4510,88984,110818,262143,262143,262143,262143
4329,4534,88992,110875,262143,262143,262143,262143
4330,4547,88992,110833,262143,262143,262143,262143
4332,4517,88979,110862,262143,262143,262143,262143
4321,4507,88992,110830,262143,262143,262143,262143
4308,4481,88987,110863,262143,262143,262143,262143
4291,4466,89020,110930,262143,262143,262143,262143
4279,4430,89025,110846,262143,262143,262143,262143
4245,4427,88947,110694,262143,262143,262143,262143
4261,4427,88938,110757,262143,262143,262143,262143
4234,4360,88968,110771,262143,262143,262143,262143
4222,4360,88968,110848,262143,262143,262143,262143
4196,4352,88978,110888,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4266,4460,88926,110724,262143,262143,262143,262143
4276,4464,88947,110809,262143,262143,262143,262143
4281,4458,88955,110831,262143,262143,262143,262143
4286,4463,88948,110877,262143,262143,262143,262143
4284,4474,88973,110953,262143,262143,262143,262143
4278,4500,88993,110807,262143,262143,262143,262143
4289,4454,88951,110795,262143,262143,262143,262143
4264,4447,88959,110856,262143,262143,262143,262143
4274,4456,88980,110848,262143,262143,262143,262143
4262,4453,88963,110893,262143,262143,262143,262143
4273,4445,88986,110944,262143,262143,262143,262143
4249,4421,88994,110817,262143,262143,262143,262143
4235,4406,88932,110816,262143,262143,262143,262143
4281,4495,88962,110873,262143,262143,262143,262143
4274,4440,88965,110895,262143,262143,262143,262143
4257,4457,88980,110944,262143,262143,262143,262143
4296,4466,88994,110996,262143,262143,262143,262143
4270,4436,88986,110803,262143,262143,262143,262143
4262,4407,88936,110862,262143,262143,262143,262143
4219,4385,88958,110888,262143,262143,262143,262143
4197,4340,88961,110892,262143,262143,262143,262143
4157,4247,88978,110917,262143,262143,262143,262143
4096,4214,88973,110982,262143,262143,262143,262143
4057,4181,88973,110775,262143,262143,262143,262143
4075,4211,88930,110866,262143,262143,262143,262143
4076,4206,88935,110870,262143,262143,262143,262143
4090,4178,88952,110883,262143,262143,262143,262143
4064,4200,88959,110898,262143,262143,262143,262143
4103,4300,88944,110853,262143,262143,262143,262143
4238,4556,88917,111278,262143,262143,262143,262143
4365,4653,89169,111677,262143,262143,262143,262143
4420,4692,89224,111492,262143,262143,262143,262143
4419,4692,89222,111458,262143,262143,262143,262143
4422,4704,89204,111473,262143,262143,262143,262143
4431,4709,89220,111305,262143,262143,262143,262143
4433,4704,89146,111238,262143,262143,262143,262143
4449,4721,89145,111260,262143,262143,262143,262143
4447,4714,89146,111300,262143,262143,262143,262143
4448,4718,89149,111290,262143,262143,262143,262143
4439,4714,89160,111303,262143,262143,262143,262143
4448,4730,89100,111108,262143,262143,262143,262143
4442,4733,89094,111168,262143,262143,262143,262143
4457,4748,89077,111194,262143,262143,262143,262143
4453,4752,89096,111236,262143,262143,262143,262143
4477,4764,89113,111273,262143,262143,262143,262143
4469,4778,89104,111202,262143,262143,262143,262143
4457,4776,89116,111416,262143,262143,262143,262143
4461,4767,89178,111426,262143,262143,262143,262143
4462,4770,89204,111363,262143,262143,262143,262143
4473,4779,89194,111635,262143,262143,262143,262143
4471,4777,89224,111568,262143,262143,262143,262143
4454,4769,89285,111668,262143,262143,262143,262143
4459,4753,89289,111549,262143,262143,262143,262143
4447,4756,89247,111475,262143,262143,262143,262143
4462,4760,89211,111325,262143,262143,262143,262143
4451,4770,89137,111090,262143,262143,262143,262143
4467,4765,89144,111219,262143,262143,262143,262143
4450,4741,89155,111149,262143,262143,262143,262143
4453,4747,89117,111112,262143,262143,262143,262143
4455,4747,89129,111164,262143,262143,262143,262143
4454,4746,89066,111047,262143,262143,262143,262143
4446,4757,89082,111058,262143,262143,262143,262143
4439,4744,89059,111066,262143,262143,262143,262143
4440,4741,89075,111099,262143,262143,262143,262143
4455,4736,89095,111092,262143,262143,262143,262143
4421,4745,89074,110951,262143,262143,262143,262143
4445,4738,89038,111199,262143,262143,262143,262143
4435,4756,89134,111254,262143,262143,262143,262143
4446,4740,89119,111199,262143,262143,262143,262143
4441,4752,89138,111261,262143,262143,262143,262143
4456,4734,89168,111412,262143,262143,262143,262143
4414,4741,89165,111276,262143,262143,262143,262143
4428,4739,89182,111494,262143,262143,262143,262143
4420,4738,89223,111523,262143,262143,262143,262143
4440,4731,89239,111555,262143,262143,262143,262143
4422,4737,89294,111625,262143,262143,262143,262143
4419,4723,89257,111435,262143,262143,262143,262143
4411,4746,89256,111586,262143,262143,262143,262143
4422,4729,89285,111582,262143,262143,262143,262143
4422,4744,89304,111619,262143,262143,262143,262143
4426,4730,89304,111666,262143,262143,262143,262143
4425,4738,89309,111478,262143,262143,262143,262143
4443,4719,89260,111603,262143,262143,262143,262143
4431,4744,89348,111665,262143,262143,262143,262143
4411,4719,89338,111650,262143,262143,262143,262143
4412,4751,89327,111629,262143,262143,262143,262143
4422,4728,89324,111540,262143,262143,262143,262143
4417,4746,89287,111581,262143,262143,262143,262143
4428,4739,89330,111659,262143,262143,262143,262143
4423,4744,89330,111634,262143,262143,262143,262143
4423,4753,89342,111629,262143,262143,262143,262143
4420,4745,89355,111685,262143,262143,262143,262143
4419,4738,89336,111461,262143,262143,262143,262143
4424,4736,89304,111572,262143,262143,262143,262143
4412,4730,89351,111651,262143,262143,262143,262143
4425,4743,89349,111637,262143,262143,262143,262143
4436,4732,89326,111534,262143,262143,262143,262143
4416,4732,89320,111548,262143,262143,262143,262143
4431,4721,89268,111308,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4414,4722,89256,111385,262143,262143,262143,262143
4412,4730,89245,111411,262143,262143,262143,262143
4423,4709,89265,111480,262143,262143,262143,262143
4410,4718,89251,111308,262143,262143,262143,262143
4405,4716,89208,111339,262143,262143,262143,262143
4396,4706,89227,111360,262143,262143,262143,262143
4386,4702,89248,111407,262143,262143,262143,262143
4387,4697,89250,111443,262143,262143,262143,262143
4405,4697,89246,111474,262143,262143,262143,262143
4391,4690,89248,111271,262143,262143,262143,262143
4396,4680,89192,111299,262143,262143,262143,262143
4383,4671,89209,111307,262143,262143,262143,262143
4373,4647,89195,111253,262143,262143,262143,262143
4367,4668,89206,111279,262143,262143,262143,262143
4379,4674,89188,111144,262143,262143,262143,262143
4361,4684,89149,111107,262143,262143,262143,262143
4380,4664,89135,111220,262143,262143,262143,262143
4385,4677,89165,111213,262143,262143,262143,262143
4375,4671,89182,111280,262143,262143,262143,262143
4399,4692,89181,111283,262143,262143,262143,262143
4385,4677,89198,111300,262143,262143,262143,262143
4392,4696,89151,111217,262143,262143,262143,262143
4399,4671,89157,111284,262143,262143,262143,262143
4379,4684,89157,111247,262143,262143,262143,262143
4398,4676,89175,111247,262143,262143,262143,262143
4369,4669,89174,111260,262143,262143,262143,262143
4375,4668,89130,111079,262143,262143,262143,262143
4373,4678,89106,111158,262143,262143,262143,262143
4381,4659,89127,111084,262143,262143,262143,262143
4375,4654,89104,111094,262143,262143,262143,262143
4379,4643,89111,111231,262143,262143,262143,262143
4361,4652,89166,111291,262143,262143,262143,262143
4362,4639,89134,111292,262143,262143,262143,262143
4360,4643,89183,111349,262143,262143,262143,262143
4369,4575,89177,111443,262143,262143,262143,262143
4303,4513,89216,111463,262143,262143,262143,262143
4243,4472,89232,111370,262143,262143,262143,262143
4228,4386,89197,111409,262143,262143,262143,262143
4181,4407,89233,111433,262143,262143,262143,262143
4210,4450,89252,111438,262143,262143,262143,262143
4235,4465,89240,111443,262143,262143,262143,262143
4247,4469,89232,111211,262143,262143,262143,262143
4270,4497,89172,111238,262143,262143,262143,262143
4282,4515,89174,111159,262143,262143,262143,262143
4286,4517,89128,111090,262143,262143,262143,262143
4296,4541,89161,111247,262143,262143,262143,262143
4309,4530,89148,111032,262143,262143,262143,262143
4303,4542,89087,110996,262143,262143,262143,262143
4294,4522,89094,111070,262143,262143,262143,262143
4304,4521,89106,111099,262143,262143,262143,262143
4288,4535,89098,111121,262143,262143,262143,262143
4292,4538,89128,111196,262143,262143,262143,262143
4292,4496,89133,111176,262143,262143,262143,262143
4268,4507,89091,111144,262143,262143,262143,262143
4259,4443,89112,111178,262143,262143,262143,262143
4243,4446,89130,111190,262143,262143,262143,262143
4233,4434,89127,111216,262143,262143,262143,262143
4217,4438,89153,111280,262143,262143,262143,262143
4230,4404,89153,111251,262143,262143,262143,262143
4199,4388,89124,111268,262143,262143,262143,262143
4183,4340,89201,111385,262143,262143,262143,262143
4143,4287,89208,111372,262143,262143,262143,262143
4109,4251,89206,111391,262143,262143,262143,262143
4090,4202,89221,111385,262143,262143,262143,262143
4055,4236,89182,111255,262143,262143,262143,262143
4081,4210,89206,111361,262143,262143,262143,262143
4059,4178,89198,111379,262143,262143,262143,262143
4033,4157,89199,111355,262143,262143,262143,262143
4021,4127,89191,111358,262143,262143,262143,262143
4001,4101,89189,111183,262143,262143,262143,262143
3981,4074,89141,111196,262143,262143,262143,262143
3971,4096,89154,111202,262143,262143,262143,262143
3986,4104,89160,111223,262143,262143,262143,262143
3980,4098,89158,111280,262143,262143,262143,262143
4009,4127,89179,111358,262143,262143,262143,262143
4017,4129,89160,111171,262143,262143,262143,262143
4014,4141,89135,111247,262143,262143,262143,262143
4034,4162,89162,111235,262143,262143,262143,262143
4029,4175,89145,111247,262143,262143,262143,262143
4040,4158,89147,111262,262143,262143,262143,262143
4027,4145,89178,111305,262143,262143,262143,262143
4028,4103,89119,111145,262143,262143,262143,262143
3990,4063,89143,111216,262143,262143,262143,262143
3950,3983,89135,111215,262143,262143,262143,262143
3873,3895,89144,111266,262143,262143,262143,262143
3800,3853,89163,111357,262143,262143,262143,262143
3767,3679,89162,111187,262143,262143,262143,262143
3631,3572,89136,111276,262143,262143,262143,262143
3549,3435,89153,111240,262143,262143,262143,262143
3461,3347,89162,111310,262143,262143,262143,262143
3443,3389,89179,111353,262143,262143,262143,262143
3553,3463,89183,111154,262143,262143,262143,262143
3517,3475,89129,111195,262143,262143,262143,262143
3580,3622,89133,111181,262143,262143,262143,262143
3657,3655,89137,111213,262143,262143,262143,262143
3670,3657,89156,111254,262143,262143,262143,262143
3656,3658,89159,111220,262143,262143,262143,262143
3668,3658,89127,111100,262143,262143,262143,262143
3633,3615,89113,111131,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
3627,3597,89109,111124,262143,262143,262143,262143
3630,3588,89116,111170,262143,262143,262143,262143
3561,3496,89143,111154,262143,262143,262143,262143
3535,3549,89073,110977,262143,262143,262143,262143
3568,3547,89081,111009,262143,262143,262143,262143
3564,3536,89074,111024,262143,262143,262143,262143
3583,3537,89073,111038,262143,262143,262143,262143
3586,3565,89095,111113,262143,262143,262143,262143
3579,3560,89116,111057,262143,262143,262143,262143
3565,3543,89080,111091,262143,262143,262143,262143
3577,3580,89118,111107,262143,262143,262143,262143
3617,3691,89116,111134,262143,262143,262143,262143
3720,3731,89145,111168,262143,262143,262143,262143
3698,3753,89148,111148,262143,262143,262143,262143
3709,3767,89116,111017,262143,262143,262143,262143
3726,3809,89115,111030,262143,262143,262143,262143
3777,3864,89090,111016,262143,262143,262143,262143
3826,3913,89089,111044,262143,262143,262143,262143
3863,4060,89122,111056,262143,262143,262143,262143
3967,4356,89081,110879,262143,262143,262143,262143
4176,4420,89061,110951,262143,262143,262143,262143
4128,4324,89080,111000,262143,262143,262143,262143
4125,4362,89101,111030,262143,262143,262143,262143
4168,4400,89112,111115,262143,262143,262143,262143
4201,4448,89139,111116,262143,262143,262143,262143
4194,4463,89094,110998,262143,262143,262143,262143
4200,4451,89120,111096,262143,262143,262143,262143
4204,4459,89143,111143,262143,262143,262143,262143
4210,4501,89163,111167,262143,262143,262143,262143
4248,4571,89156,111224,262143,262143,262143,262143
4267,4541,89189,111137,262143,262143,262143,262143
4237,4498,89154,111155,262143,262143,262143,262143
4224,4514,89186,111190,262143,262143,262143,262143
4221,4493,89187,111216,262143,262143,262143,262143
4224,4507,89202,111248,262143,262143,262143,262143
4220,4499,89197,111214,262143,262143,262143,262143
4218,4515,89187,111102,262143,262143,262143,262143
4218,4517,89173,111135,262143,262143,262143,262143
4224,4523,89172,111099,262143,262143,262143,262143
4220,4498,89167,111122,262143,262143,262143,262143
4180,4486,89155,111138,262143,262143,262143,262143
4219,4474,89160,110953,262143,262143,262143,262143
4220,4490,89103,110954,262143,262143,262143,262143
4217,4496,89110,110988,262143,262143,262143,262143
4208,4505,89112,110993,262143,262143,262143,262143
4207,4467,89122,111062,262143,262143,262143,262143
4193,4476,89141,111172,262143,262143,262143,262143
4191,4465,89144,110999,262143,262143,262143,262143
4176,4492,89101,111017,262143,262143,262143,262143
4204,4493,89133,110990,262143,262143,262143,262143
4220,4497,89120,111012,262143,262143,262143,262143
4210,4507,89120,111107,262143,262143,262143,262143
4209,4491,89160,111198,262143,262143,262143,262143
4205,4490,89193,111190,262143,262143,262143,262143
4191,4495,89146,111102,262143,262143,262143,262143
4194,4494,89162,111177,262143,262143,262143,262143
4206,4502,89166,111188,262143,262143,262143,262143
4202,4505,89195,111220,262143,262143,262143,262143
4188,4492,89185,111271,262143,262143,262143,262143
4212,4518,89227,111231,262143,262143,262143,262143
4214,4509,89161,111196,262143,262143,262143,262143
4199,4527,89204,111264,262143,262143,262143,262143
4212,4491,89210,111283,262143,262143,262143,262143
4202,4518,89219,111282,262143,262143,262143,262143
4214,4518,89220,111302,262143,262143,262143,262143
4210,4533,89225,111134,262143,262143,262143,262143
4234,4548,89174,111144,262143,262143,262143,262143
4222,4521,89169,111115,262143,262143,262143,262143
4206,4511,89164,111177,262143,262143,262143,262143
4196,4500,89183,111164,262143,262143,262143,262143
4186,4490,89176,111136,262143,262143,262143,262143
4205,4506,89133,111060,262143,262143,262143,262143
4203,4520,89142,111123,262143,262143,262143,262143
4203,4491,89149,111103,262143,262143,262143,262143
4196,4514,89138,111130,262143,262143,262143,262143
4219,4544,89158,111167,262143,262143,262143,262143
4219,4524,89171,111215,262143,262143,262143,262143
4178,4442,89155,111048,262143,262143,262143,262143
4168,4462,89140,111115,262143,262143,262143,262143
4177,4467,89154,111125,262143,262143,262143,262143
4175,4462,89147,111152,262143,262143,262143,262143
4173,4477,89147,111140,262143,262143,262143,262143
4168,4484,89165,111180,262143,262143,262143,262143
4168,4496,89151,111047,262143,262143,262143,262143
4197,4509,89125,111135,262143,262143,262143,262143
4187,4481,89146,111104,262143,262143,262143,262143
4152,4451,89143,111123,262143,262143,262143,262143
4170,4463,89176,111189,262143,262143,262143,262143
4170,4486,89170,111112,262143,262143,262143,262143
4193,4512,89154,111080,262143,262143,262143,262143
4187,4522,89162,111121,262143,262143,262143,262143
4183,4469,89156,111126,262143,262143,262143,262143
4161,4472,89167,111143,262143,262143,262143,262143
4181,4510,89179,111073,262143,262143,262143,262143
4174,4464,89093,110911,262143,262143,262143,262143
4181,4507,89095,110969,262143,262143,262143,262143
4192,4500,89107,111043,262143,262143,262143,262143
4160,4397,89126,111039,262143,262143,262143,262143
4083,4440,89120,111052,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4208,4501,89070,110918,262143,262143,262143,262143
4170,4445,89100,110952,262143,262143,262143,262143
4140,4380,89092,110982,262143,262143,262143,262143
4086,4361,89121,111004,262143,262143,262143,262143
4105,4373,89117,111081,262143,262143,262143,262143
4090,4332,89114,110937,262143,262143,262143,262143
4082,4345,89100,111016,262143,262143,262143,262143
4092,4478,89123,111056,262143,262143,262143,262143
4168,4448,89141,111094,262143,262143,262143,262143
4141,4455,89167,111168,262143,262143,262143,262143
4185,4483,89175,111179,262143,262143,262143,262143
4172,4427,89147,111102,262143,262143,262143,262143
4155,4377,89166,111160,262143,262143,262143,262143
4121,4385,89191,111153,262143,262143,262143,262143
4119,4363,89198,111198,262143,262143,262143,262143
4083,4349,89208,111201,262143,262143,262143,262143
4086,4326,89173,111056,262143,262143,262143,262143
4073,4321,89169,111078,262143,262143,262143,262143
4077,4319,89172,111038,262143,262143,262143,262143
4074,4318,89166,111039,262143,262143,262143,262143
4058,4291,89165,111080,262143,262143,262143,262143
4038,4300,89151,110930,262143,262143,262143,262143
4049,4306,89142,111135,262143,262143,262143,262143
4057,4289,89194,111165,262143,262143,262143,262143
4055,4293,89193,111115,262143,262143,262143,262143
4057,4285,89176,111121,262143,262143,262143,262143
4033,4285,89197,111104,262143,262143,262143,262143
4054,4311,89142,110992,262143,262143,262143,262143
4068,4294,89160,110992,262143,262143,262143,262143
4050,4296,89131,110973,262143,262143,262143,262143
4049,4294,89125,110924,262143,262143,262143,262143
4045,4268,89132,111006,262143,262143,262143,262143
4038,4276,89144,110914,262143,262143,262143,262143
4035,4250,89101,110919,262143,262143,262143,262143
4049,4290,89118,110922,262143,262143,262143,262143
4057,4259,89115,110922,262143,262143,262143,262143
4021,4267,89136,110947,262143,262143,262143,262143
4028,4274,89132,110885,262143,262143,262143,262143
4028,4265,89095,110818,262143,262143,262143,262143
4029,4248,89093,110841,262143,262143,262143,262143
4057,4354,89098,110841,262143,262143,262143,262143
4086,4313,89095,110855,262143,262143,262143,262143
4047,4300,89104,110856,262143,262143,262143,262143
4063,4292,89072,110742,262143,262143,262143,262143
4040,4294,89062,110804,262143,262143,262143,262143
4053,4299,89087,110852,262143,262143,262143,262143
4032,4300,89123,110863,262143,262143,262143,262143
4032,4271,89110,110896,262143,262143,262143,262143
4054,4297,89129,110761,262143,262143,262143,262143
4056,4290,89077,110764,262143,262143,262143,262143
4070,4299,89075,110754,262143,262143,262143,262143
4064,4296,89083,110758,262143,262143,262143,262143
4060,4306,89093,110760,262143,262143,262143,262143
4052,4287,89126,110858,262143,262143,262143,262143
4056,4291,89113,110632,262143,262143,262143,262143
4047,4287,89068,110718,262143,262143,262143,262143
4048,4278,89071,110717,262143,262143,262143,262143
4045,4268,89065,110693,262143,262143,262143,262143
4048,4268,89094,110767,262143,262143,262143,262143
4037,4261,89113,110895,262143,262143,262143,262143
4040,4274,89108,110603,262143,262143,262143,262143
4044,4274,89061,110544,262143,262143,262143,262143
4041,4250,89032,110467,262143,262143,262143,262143
4015,4241,89017,110333,262143,262143,262143,262143
4011,4240,88983,110507,262143,262143,262143,262143
4037,4284,89015,110617,262143,262143,262143,262143
4033,4258,89091,110891,262143,262143,262143,262143
4031,4264,89195,110966,262143,262143,262143,262143
4028,4257,89247,111038,262143,262143,262143,262143
4056,4283,89249,111112,262143,262143,262143,262143
4038,4255,89363,111505,262143,262143,262143,262143
4053,4271,89493,112115,262143,262143,262143,262143
4052,4267,89708,111814,262143,262143,262143,262143
4042,4259,89587,110996,262143,262143,262143,262143
4074,4281,89354,110851,262143,262143,262143,262143
4037,4279,89307,110789,262143,262143,262143,262143
4066,4284,89207,110787,262143,262143,262143,262143
4062,4293,89532,112158,262143,262143,262143,262143
4082,4287,89828,111987,262143,262143,262143,262143
4069,4308,89996,112428,262143,262143,262143,262143
4078,4294,90137,113000,262143,262143,262143,262143
4064,4278,90270,112603,262143,262143,262143,262143
4049,4291,90001,112313,262143,262143,262143,262143
4068,4294,90128,112331,262143,262143,262143,262143
4057,4297,90055,112111,262143,262143,262143,262143
4068,4256,89972,112116,262143,262143,262143,262143
4053,4268,90252,113130,262143,262143,262143,262143
4047,4261,90398,112825,262143,262143,262143,262143
4047,4255,90284,112563,262143,262143,262143,262143
4024,4229,90188,112440,262143,262143,262143,262143
4037,4239,90290,112839,262143,262143,262143,262143
4031,4225,90346,112921,262143,262143,262143,262143
4015,4208,90323,112582,262143,262143,262143,262143
4008,4178,90285,112583,262143,262143,262143,262143
4015,4188,90255,112483,262143,262143,262143,262143
4013,4187,90217,112508,262143,262143,262143,262143
4009,4216,90221,112621,262143,262143,262143,262143
4019,4201,90230,112592,262143,262143,262143,262143
4007,4213,90164,112453,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4025,4219,90285,112666,262143,262143,262143,262143
4018,4221,90257,112665,262143,262143,262143,262143
4035,4204,90257,112642,262143,262143,262143,262143
4015,4187,90250,112563,262143,262143,262143,262143
4018,4193,90137,112280,262143,262143,262143,262143
4007,4173,90077,112231,262143,262143,262143,262143
4002,4168,90066,112248,262143,262143,262143,262143
3993,4149,90042,112188,262143,262143,262143,262143
3986,4126,90029,112208,262143,262143,262143,262143
3972,4120,90016,112148,262143,262143,262143,262143
3963,4113,89935,112017,262143,262143,262143,262143
3954,4107,89961,112089,262143,262143,262143,262143
3954,4100,89961,112039,262143,262143,262143,262143
3936,4071,89940,112084,262143,262143,262143,262143
3929,4068,89947,112069,262143,262143,262143,262143
3947,4075,89879,111881,262143,262143,262143,262143
3938,4071,89872,112012,262143,262143,262143,262143
3920,4060,89914,112020,262143,262143,262143,262143
3928,4064,89920,112062,262143,262143,262143,262143
3937,4049,89919,112123,262143,262143,262143,262143
3927,4057,89914,111918,262143,262143,262143,262143
3957,4070,89841,111921,262143,262143,262143,262143
3936,4094,89875,111874,262143,262143,262143,262143
3953,4075,89847,111979,262143,262143,262143,262143
3937,4084,89903,112458,262143,262143,262143,262143
3954,4081,90082,112526,262143,262143,262143,262143
3945,4096,90025,112411,262143,262143,262143,262143
3944,4085,90062,112561,262143,262143,262143,262143
3943,4080,90085,112480,262143,262143,262143,262143
3942,4056,90055,112410,262143,262143,262143,262143
3923,4026,89987,112084,262143,262143,262143,262143
3895,3991,89768,112133,262143,262143,262143,262143
3865,3965,90023,113394,262143,262143,262143,262143
3858,3966,90721,114288,262143,262143,262143,262143
3868,3965,91114,114360,262143,262143,262143,262143
3871,3983,90925,113881,262143,262143,262143,262143
3879,3984,90674,113447,262143,262143,262143,262143
3875,3981,90460,112980,262143,262143,262143,262143
3872,3986,90383,113020,262143,262143,262143,262143
3877,3994,90402,113303,262143,262143,262143,262143
3885,4004,90554,113649,262143,262143,262143,262143
3947,4121,90661,113514,262143,262143,262143,262143
3943,4042,90532,113249,262143,262143,262143,262143
3936,4047,90471,113284,262143,262143,262143,262143
3929,4052,90465,113366,262143,262143,262143,262143
3936,4062,90498,113252,262143,262143,262143,262143
3951,4074,90415,112855,262143,262143,262143,262143
3928,4049,90309,113176,262143,262143,262143,262143
3913,4020,90438,113246,262143,262143,262143,262143
3895,4018,90464,113247,262143,262143,262143,262143
3904,4010,90454,113251,262143,262143,262143,262143
3888,3990,90450,113066,262143,262143,262143,262143
3851,3953,90404,112996,262143,262143,262143,262143
3861,3941,90362,112945,262143,262143,262143,262143
3857,3944,90313,112899,262143,262143,262143,262143
3864,3980,90302,112992,262143,262143,262143,262143
3871,3970,90332,113158,262143,262143,262143,262143
3863,3959,90349,113275,262143,262143,262143,262143
3884,3957,90442,113257,262143,262143,262143,262143
3856,3939,90449,113362,262143,262143,262143,262143
3842,3943,90528,113587,262143,262143,262143,262143
3851,3961,90576,113427,262143,262143,262143,262143
3858,3959,90468,113397,262143,262143,262143,262143
3845,3953,90536,113446,262143,262143,262143,262143
3872,3976,90542,113531,262143,262143,262143,262143
3863,3971,90570,113555,262143,262143,262143,262143
3861,3987,90565,113330,262143,262143,262143,262143
3874,3994,90468,113330,262143,262143,262143,262143
3888,4019,90499,113381,262143,262143,262143,262143
3917,4075,90516,113470,262143,262143,262143,262143
3948,4041,90557,113564,262143,262143,262143,262143
3928,4053,90545,113296,262143,262143,262143,262143
3934,4059,90477,113303,262143,262143,262143,262143
3927,4069,90485,113327,262143,262143,262143,262143
3931,4065,90488,113351,262143,262143,262143,262143
3944,4053,90486,113372,262143,262143,262143,262143
3929,4049,90497,113291,262143,262143,262143,262143
3906,4047,90420,113215,262143,262143,262143,262143
3955,4085,90473,113288,262143,262143,262143,262143
3936,4052,90475,113293,262143,262143,262143,262143
3930,4051,90472,113315,262143,262143,262143,262143
3926,4024,90473,113351,262143,262143,262143,262143
3900,4018,90494,113267,262143,262143,262143,262143
3902,3994,90452,113345,262143,262143,262143,262143
3882,3997,90522,113426,262143,262143,262143,262143
3886,3987,90524,113458,262143,262143,262143,262143
3886,3997,90539,113532,262143,262143,262143,262143
3890,3973,90566,113575,262143,262143,262143,262143
3860,3966,90523,113369,262143,262143,262143,262143
3859,3944,90524,113535,262143,262143,262143,262143
3832,3907,90599,113631,262143,262143,262143,262143
3843,3911,90588,113525,262143,262143,262143,262143
3830,3896,90526,113391,262143,262143,262143,262143
3812,3881,90503,113433,262143,262143,262143,262143
3810,3875,90465,113214,262143,262143,262143,262143
3787,3822,90443,113369,262143,262143,262143,262143
3777,3831,90478,113387,262143,262143,262143,262143
3751,3767,90483,113637,262143,262143,262143,262143
3715,3739,90626,113786,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
3591,3580,90520,113433,262143,262143,262143,262143
3592,3567,90525,113526,262143,262143,262143,262143
3579,3544,90523,113493,262143,262143,262143,262143
3504,3401,90525,113467,262143,262143,262143,262143
3394,3392,90516,113461,262143,262143,262143,262143
3474,3488,90487,113350,262143,262143,262143,262143
3506,3483,90490,113491,262143,262143,262143,262143
3522,3532,90548,113568,262143,262143,262143,262143
3560,3553,90577,113673,262143,262143,262143,262143
3575,3579,90610,113742,262143,262143,262143,262143
3577,3593,90597,113509,262143,262143,262143,262143
3593,3615,90529,113585,262143,262143,262143,262143
3622,3651,90573,113620,262143,262143,262143,262143
3644,3714,90594,113600,262143,262143,262143,262143
3740,3839,90569,113628,262143,262143,262143,262143
3766,3899,90558,113435,262143,262143,262143,262143
3873,4096,90540,113772,262143,262143,262143,262143
4036,4356,90683,113849,262143,262143,262143,262143
4159,4430,90677,113701,262143,262143,262143,262143
4182,4481,90604,113598,262143,262143,262143,262143
4217,4495,90532,113416,262143,262143,262143,262143
4221,4511,90531,113506,262143,262143,262143,262143
4248,4532,90568,113525,262143,262143,262143,262143
4243,4548,90541,113522,262143,262143,262143,262143
4286,4602,90577,113616,262143,262143,262143,262143
4307,4630,90568,113450,262143,262143,262143,262143
