RED1,IR1,RED2,IR2,RED3,IR3,RED4,IR4
4420,4586,88907,110611,262143,262143,262143,262143
4414,4584,88941,110670,262143,262143,262143,262143
4413,4562,88956,110803,262143,262143,262143,262143
4407,4573,89000,110820,262143,262143,262143,262143
4423,4593,88930,110546,262143,262143,262143,262143
4413,4598,88955,110660,262143,262143,262143,262143
4426,4611,88925,110635,262143,262143,262143,262143
4418,4591,88965,110688,262143,262143,262143,262143
4420,4563,88978,110661,262143,262143,262143,262143
4412,4575,88896,110397,262143,262143,262143,262143
4427,4594,88900,110508,262143,262143,262143,262143
4413,4605,88912,110535,262143,262143,262143,262143
4422,4610,88935,110608,262143,262143,262143,262143
4426,4580,88937,110574,262143,262143,262143,262143
4428,4589,88872,110399,262143,262143,262143,262143
4415,4597,88896,110508,262143,262143,262143,262143
4426,4578,88911,110516,262143,262143,262143,262143
4426,4603,88929,110565,262143,262143,262143,262143
4436,4607,88931,110510,262143,262143,262143,262143
4412,4577,88868,110320,262143,262143,262143,262143
4422,4589,88866,110425,262143,262143,262143,262143
4427,4588,88900,110563,262143,262143,262143,262143
4423,4609,88926,110767,262143,262143,262143,262143
4424,4599,89002,111005,262143,262143,262143,262143
4422,4611,88922,110627,262143,262143,262143,262143
4421,4588,88941,110751,262143,262143,262143,262143
4431,4612,88960,110781,262143,262143,262143,262143
4422,4591,88991,110958,262143,262143,262143,262143
4414,4608,89036,111175,262143,262143,262143,262143
4437,4589,88992,110873,262143,262143,262143,262143
4417,4585,89015,111136,262143,262143,262143,262143
4423,4584,89053,111121,262143,262143,262143,262143
4424,4583,89049,111182,262143,262143,262143,262143
4433,4589,89066,111094,262143,262143,262143,262143
4428,4601,88945,110894,262143,262143,262143,262143
4417,4559,88998,110866,262143,262143,262143,262143
4416,4578,88986,110943,262143,262143,262143,262143
4425,4565,89026,110951,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4407,4577,88930,110625,262143,262143,262143,262143
4399,4532,88961,110668,262143,262143,262143,262143
4415,4547,88986,110756,262143,262143,262143,262143
4412,4564,88991,110841,262143,262143,262143,262143
4413,4571,88917,110536,262143,262143,262143,262143
4426,4576,88936,110606,262143,262143,262143,262143
4417,4529,88934,110645,262143,262143,262143,262143
4386,4539,88965,110786,262143,262143,262143,262143
4408,4524,89007,110712,262143,262143,262143,262143
4411,4579,88892,110496,262143,262143,262143,262143
4427,4595,88929,110506,262143,262143,262143,262143
4418,4557,88901,110522,262143,262143,262143,262143
4400,4577,88938,110593,262143,262143,262143,262143
4428,4572,88957,110636,262143,262143,262143,262143
4426,4573,88882,110363,262143,262143,262143,262143
4414,4575,88887,110450,262143,262143,262143,262143
4427,4569,88894,110500,262143,262143,262143,262143
4402,4567,88902,110638,262143,262143,262143,262143
4426,4577,88932,110799,262143,262143,262143,262143
4429,4575,88903,110524,262143,262143,262143,262143
4431,4588,88890,110672,262143,262143,262143,262143
4411,4583,88908,110702,262143,262143,262143,262143
4423,4587,88934,111036,262143,262143,262143,262143
4430,4601,89018,111178,262143,262143,262143,262143
4428,4600,88990,110368,262143,262143,262143,262143
4427,4587,88901,110474,262143,262143,262143,262143
4429,4615,88917,110481,262143,262143,262143,262143
4429,4599,88911,110797,262143,262143,262143,262143
4432,4627,88973,110898,262143,262143,262143,262143
4430,4615,88943,110578,262143,262143,262143,262143
4431,4606,88899,110644,262143,262143,262143,262143
4432,4612,88912,110648,262143,262143,262143,262143
4424,4625,88942,110759,262143,262143,262143,262143
4435,4620,88958,110863,262143,262143,262143,262143
4432,4619,88942,110410,262143,262143,262143,262143
4435,4591,88864,110439,262143,262143,262143,262143
4425,4594,88897,110418,262143,262143,262143,262143
4424,4598,88886,110531,262143,262143,262143,262143
4420,4589,88908,110525,262143,262143,262143,262143
4420,4610,88918,110356,262143,262143,262143,262143
4437,4616,88843,110399,262143,262143,262143,262143
4418,4605,88870,110510,262143,262143,262143,262143
4443,4618,88883,110648,262143,262143,262143,262143
4442,4603,88910,110801,262143,262143,262143,262143
4425,4605,88933,110765,262143,262143,262143,262143
4426,4592,88842,110664,262143,262143,262143,262143
4409,4585,88920,110733,262143,262143,262143,262143
4422,4594,88906,110820,262143,262143,262143,262143
4406,4585,88942,110900,262143,262143,262143,262143
4435,4594,88974,110798,262143,262143,262143,262143
4415,4605,88869,110614,262143,262143,262143,262143
4410,4582,88897,110600,262143,262143,262143,262143
4407,4587,88911,110682,262143,262143,262143,262143
4418,4589,88914,110720,262143,262143,262143,262143
4420,4607,88929,110493,262143,262143,262143,262143
4422,4592,88835,110381,262143,262143,262143,262143
4416,4579,88869,110433,262143,262143,262143,262143
4431,4568,88869,110581,262143,262143,262143,262143
4421,4582,88901,110614,262143,262143,262143,262143
4416,4570,88916,110598,262143,262143,262143,262143
4405,4554,88826,110631,262143,262143,262143,262143
4409,4561,88881,110745,262143,262143,262143,262143
4407,4550,88898,110668,262143,262143,262143,262143
4401,4561,88907,110680,262143,262143,262143,262143
4400,4538,88927,110698,262143,262143,262143,262143
4405,4524,88887,110403,262143,262143,262143,262143
4403,4523,88844,110539,262143,262143,262143,262143
4389,4504,88860,110580,262143,262143,262143,262143
4390,4550,88899,110672,262143,262143,262143,262143
4401,4529,88917,110850,262143,262143,262143,262143
4402,4539,88943,110795,262143,262143,262143,262143
4405,4519,88857,110717,262143,262143,262143,262143
4386,4529,88899,110809,262143,262143,262143,262143
4397,4533,88910,110817,262143,262143,262143,262143
4381,4501,88928,110800,262143,262143,262143,262143
4394,4514,88944,110827,262143,262143,262143,262143
4384,4525,88871,110528,262143,262143,262143,262143
4406,4544,88871,110594,262143,262143,262143,262143
4406,4551,88879,110632,262143,262143,262143,262143
4409,4534,88901,110748,262143,262143,262143,262143
4412,4522,88935,110826,262143,262143,262143,262143
4406,4524,88865,110507,262143,262143,262143,262143
4412,4540,88853,110588,262143,262143,262143,262143
4409,4542,88861,110589,262143,262143,262143,262143
4409,4521,88893,110609,262143,262143,262143,262143
4402,4546,88913,110754,262143,262143,262143,262143
4410,4538,88909,110531,262143,262143,262143,262143
4423,4573,88850,110655,262143,262143,262143,262143
4419,4567,88864,110685,262143,262143,262143,262143
4420,4567,88894,110780,262143,262143,262143,262143
4413,4544,88912,110811,262143,262143,262143,262143
4402,4552,88931,110847,262143,262143,262143,262143
4425,4552,88851,110500,262143,262143,262143,262143
4407,4532,88864,110612,262143,262143,262143,262143
4405,4542,88868,110637,262143,262143,262143,262143
4406,4568,88886,110791,262143,262143,262143,262143
4417,4548,88914,110852,262143,262143,262143,262143
4402,4567,88928,110654,262143,262143,262143,262143
4405,4547,88831,110654,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4395,4543,88880,110763,262143,262143,262143,262143
4402,4539,88930,110804,262143,262143,262143,262143
4402,4529,88930,110755,262143,262143,262143,262143
4394,4545,88852,110529,262143,262143,262143,262143
4401,4526,88874,110629,262143,262143,262143,262143
4401,4581,88860,110625,262143,262143,262143,262143
4418,4578,88878,110623,262143,262143,262143,262143
4419,4582,88896,110662,262143,262143,262143,262143
4441,4604,88863,110403,262143,262143,262143,262143
4412,4592,88814,110473,262143,262143,262143,262143
4412,4613,88832,110495,262143,262143,262143,262143
4430,4604,88855,110551,262143,262143,262143,262143
4440,4597,88841,110614,262143,262143,262143,262143
4418,4597,88888,110571,262143,262143,262143,262143
4431,4578,88805,110384,262143,262143,262143,262143
4425,4570,88838,110481,262143,262143,262143,262143
4420,4582,88805,110530,262143,262143,262143,262143
4428,4600,88861,110595,262143,262143,262143,262143
4430,4599,88866,110715,262143,262143,262143,262143
4425,4572,88874,110501,262143,262143,262143,262143
4411,4575,88806,110529,262143,262143,262143,262143
4410,4548,88835,110581,262143,262143,262143,262143
4411,4572,88829,110628,262143,262143,262143,262143
4399,4569,88873,110728,262143,262143,262143,262143
4407,4549,88906,110839,262143,262143,262143,262143
4400,4534,88846,110529,262143,262143,262143,262143
4412,4541,88831,110628,262143,262143,262143,262143
4405,4551,88847,110654,262143,262143,262143,262143
4412,4570,88875,110811,262143,262143,262143,262143
4407,4539,88920,110911,262143,262143,262143,262143
4401,4527,88870,110606,262143,262143,262143,262143
4407,4537,88863,110711,262143,262143,262143,262143
4405,4557,88869,110693,262143,262143,262143,262143
4410,4560,88878,110747,262143,262143,262143,262143
4430,4564,88907,110787,262143,262143,262143,262143
4421,4586,88885,110447,262143,262143,262143,262143
4400,4569,88835,110511,262143,262143,262143,262143
4403,4559,88841,110541,262143,262143,262143,262143
4410,4569,88835,110630,262143,262143,262143,262143
4424,4560,88884,110677,262143,262143,262143,262143
4428,4581,88893,110586,262143,262143,262143,262143
4421,4563,88825,110410,262143,262143,262143,262143
4414,4573,88821,110475,262143,262143,262143,262143
4420,4579,88838,110640,262143,262143,262143,262143
4414,4589,88922,111149,262143,262143,262143,262143
4429,4579,89016,111334,262143,262143,262143,262143
4421,4582,89072,111190,262143,262143,262143,262143
4423,4557,88932,110652,262143,262143,262143,262143
4391,4573,88929,110572,262143,262143,262143,262143
4414,4547,88909,110795,262143,262143,262143,262143
4402,4563,88968,111096,262143,262143,262143,262143
4427,4564,89046,111068,262143,262143,262143,262143
4397,4570,88945,110660,262143,262143,262143,262143
4410,4554,88920,110931,262143,262143,262143,262143
4396,4554,88952,110899,262143,262143,262143,262143
4407,4559,88966,111124,262143,262143,262143,262143
4422,4561,89015,111289,262143,262143,262143,262143
4419,4558,89029,110761,262143,262143,262143,262143
4422,4567,88940,110837,262143,262143,262143,262143
4403,4544,88937,110756,262143,262143,262143,262143
4400,4554,88941,110741,262143,262143,262143,262143
4416,4544,88958,110816,262143,262143,262143,262143
4411,4553,88941,110353,262143,262143,262143,262143
4412,4574,88856,110570,262143,262143,262143,262143
4418,4554,88922,110872,262143,262143,262143,262143
4409,4558,88969,110826,262143,262143,262143,262143
4418,4555,88974,110838,262143,262143,262143,262143
4425,4527,88942,110506,262143,262143,262143,262143
4425,4554,88867,110544,262143,262143,262143,262143
4414,4553,88899,110514,262143,262143,262143,262143
4404,4526,88876,110547,262143,262143,262143,262143
4407,4552,88907,110603,262143,262143,262143,262143
4418,4532,88935,110626,262143,262143,262143,262143
4399,4533,88853,110429,262143,262143,262143,262143
4420,4542,88884,110647,262143,262143,262143,262143
4401,4521,88902,110818,262143,262143,262143,262143
4400,4491,88958,110876,262143,262143,262143,262143
4380,4506,88984,110919,262143,262143,262143,262143
4396,4513,88986,110658,262143,262143,262143,262143
4392,4526,88890,110599,262143,262143,262143,262143
4405,4534,88919,110595,262143,262143,262143,262143
4405,4506,88912,110641,262143,262143,262143,262143
4396,4503,88937,110880,262143,262143,262143,262143
4384,4512,88992,110697,262143,262143,262143,262143
4400,4518,88861,110425,262143,262143,262143,262143
4413,4527,88883,110463,262143,262143,262143,262143
4415,4522,88872,110535,262143,262143,262143,262143
4397,4488,88901,110617,262143,262143,262143,262143
4396,4506,88927,110656,262143,262143,262143,262143
4396,4498,88869,110446,262143,262143,262143,262143
4411,4519,88886,110701,262143,262143,262143,262143
4393,4523,88926,110676,262143,262143,262143,262143
4414,4532,88921,110767,262143,262143,262143,262143
4403,4513,88961,110817,262143,262143,262143,262143
4404,4523,88970,110602,262143,262143,262143,262143
4408,4520,88869,110625,262143,262143,262143,262143
4430,4542,88898,110637,262143,262143,262143,262143
4420,4550,88906,110611,262143,262143,262143,262143
4410,4530,88907,110680,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4416,4554,88917,110565,262143,262143,262143,262143
4403,4544,88897,110753,262143,262143,262143,262143
4416,4532,88924,110743,262143,262143,262143,262143
4405,4517,88944,110819,262143,262143,262143,262143
4391,4506,88964,110933,262143,262143,262143,262143
4402,4516,88988,110725,262143,262143,262143,262143
4392,4536,88877,110716,262143,262143,262143,262143
4417,4541,88935,110723,262143,262143,262143,262143
4405,4512,88919,110789,262143,262143,262143,262143
4401,4505,88952,110811,262143,262143,262143,262143
4396,4502,88941,110610,262143,262143,262143,262143
4402,4509,88865,110554,262143,262143,262143,262143
4404,4512,88886,110591,262143,262143,262143,262143
4400,4525,88889,110617,262143,262143,262143,262143
4403,4510,88892,110606,262143,262143,262143,262143
4402,4493,88901,110543,262143,262143,262143,262143
4399,4507,88823,110402,262143,262143,262143,262143
4401,4527,88845,110517,262143,262143,262143,262143
4411,4508,88833,110502,262143,262143,262143,262143
4400,4517,88879,110529,262143,262143,262143,262143
4402,4488,88885,110611,262143,262143,262143,262143
4390,4479,88843,110175,262143,262143,262143,262143
4391,4491,88778,110223,262143,262143,262143,262143
4380,4494,88801,110302,262143,262143,262143,262143
4399,4506,88834,110534,262143,262143,262143,262143
4384,4518,88876,110765,262143,262143,262143,262143
4390,4463,88935,110705,262143,262143,262143,262143
4389,4483,88814,110588,262143,262143,262143,262143
4385,4468,88872,110717,262143,262143,262143,262143
4390,4495,88893,110830,262143,262143,262143,262143
4395,4495,88937,110970,262143,262143,262143,262143
4403,4470,88970,111081,262143,262143,262143,262143
4387,4462,88936,110736,262143,262143,262143,262143
4400,4471,88922,110874,262143,262143,262143,262143
4399,4486,88932,110880,262143,262143,262143,262143
4380,4483,88958,110969,262143,262143,262143,262143
4399,4500,88971,110977,262143,262143,262143,262143
4390,4480,88962,110681,262143,262143,262143,262143
4397,4467,88886,110893,262143,262143,262143,262143
4394,4476,88984,110966,262143,262143,262143,262143
4390,4497,88965,110986,262143,262143,262143,262143
4387,4503,89006,111174,262143,262143,262143,262143
4416,4493,89037,110880,262143,262143,262143,262143
4400,4477,88907,110729,262143,262143,262143,262143
4387,4493,88919,110788,262143,262143,262143,262143
4392,4486,88910,110810,262143,262143,262143,262143
4393,4496,88944,110820,262143,262143,262143,262143
4393,4500,88957,110861,262143,262143,262143,262143
4396,4472,88870,110584,262143,262143,262143,262143
4392,4475,88893,110691,262143,262143,262143,262143
4390,4494,88898,110772,262143,262143,262143,262143
4387,4477,88938,110896,262143,262143,262143,262143
4390,4505,88945,110976,262143,262143,262143,262143
4398,4499,88977,110803,262143,262143,262143,262143
4399,4476,88882,110845,262143,262143,262143,262143
4381,4487,88943,110855,262143,262143,262143,262143
4390,4489,88937,110893,262143,262143,262143,262143
4383,4499,88946,110961,262143,262143,262143,262143
4396,4497,88968,110838,262143,262143,262143,262143
4397,4498,88870,110621,262143,262143,262143,262143
4389,4478,88902,110756,262143,262143,262143,262143
4393,4496,88905,110828,262143,262143,262143,262143
